soc,scenario,eta,t,task_id,p_ij
27-3092.00,Baseline,4.0,2024.0,8653,0.05627979022001073
27-3092.00,Baseline,4.0,2024.0,21183,0.050055861348145124
27-3092.00,Baseline,4.0,2024.0,8663,0.050051242476997174
27-3092.00,Baseline,4.0,2024.0,8655,0.10222228466845422
27-3092.00,Baseline,4.0,2024.0,8659,0.09728291462303298
27-3092.00,Baseline,4.0,2024.0,8656,0.043543253029532505
27-3092.00,Baseline,4.0,2024.0,8654,0.08492429163593455
27-3092.00,Baseline,4.0,2024.0,21185,0.08203409429820811
27-3092.00,Baseline,4.0,2024.0,8657,0.038422079644240485
27-3092.00,Baseline,4.0,2024.0,21184,0.07897233273495452
27-3092.00,Baseline,4.0,2024.0,8662,0.12899209427654043
27-3092.00,Baseline,4.0,2024.0,8661,0.06753271811676372
27-3092.00,Baseline,4.0,2024.0,8658,0.06708161218111194
27-3092.00,Baseline,4.0,2024.0,8660,0.052605430746073635
27-3092.00,Baseline,4.0,2024.25,8653,0.05513387079333814
27-3092.00,Baseline,4.0,2024.25,21183,0.049036668069111285
27-3092.00,Baseline,4.0,2024.25,8663,0.049032143243341916
27-3092.00,Baseline,4.0,2024.25,8655,0.10269566895513395
27-3092.00,Baseline,4.0,2024.25,8659,0.09773342503076173
27-3092.00,Baseline,4.0,2024.25,8656,0.04265666373429878
27-3092.00,Baseline,4.0,2024.25,8654,0.08531757012064313
27-3092.00,Baseline,4.0,2024.25,21185,0.08241398848017369
27-3092.00,Baseline,4.0,2024.25,8657,0.037639763162509145
27-3092.00,Baseline,4.0,2024.25,21184,0.07933804811218778
27-3092.00,Baseline,4.0,2024.25,8662,0.13091542756972688
27-3092.00,Baseline,4.0,2024.25,8661,0.0678454574347797
27-3092.00,Baseline,4.0,2024.25,8658,0.06739226245893225
27-3092.00,Baseline,4.0,2024.25,8660,0.05284904283506165
27-3092.00,Baseline,4.0,2024.5,8653,0.05397728864208863
27-3092.00,Baseline,4.0,2024.5,21183,0.048007991246145805
27-3092.00,Baseline,4.0,2024.5,8663,0.048003561340842694
27-3092.00,Baseline,4.0,2024.5,8655,0.10317345805959616
27-3092.00,Baseline,4.0,2024.5,8659,0.09818812741594092
27-3092.00,Baseline,4.0,2024.5,8656,0.0417618247687585
27-3092.00,Baseline,4.0,2024.5,8654,0.08571450804253974
27-3092.00,Baseline,4.0,2024.5,21185,0.08279741755904073
27-3092.00,Baseline,4.0,2024.5,8657,0.03685016726393355
27-3092.00,Baseline,4.0,2024.5,21184,0.07970716645323353
27-3092.00,Baseline,4.0,2024.5,8662,0.13285665738573818
27-3092.00,Baseline,4.0,2024.5,8661,0.06816110677695161
27-3092.00,Baseline,4.0,2024.5,8658,0.06770580332249099
27-3092.00,Baseline,4.0,2024.5,8660,0.053094921722698876
27-3092.00,Baseline,4.0,2024.75,8653,0.05280989424642378
27-3092.00,Baseline,4.0,2024.75,21183,0.04696969789466802
