soc,scenario,eta,t,task_id,p_ij
17-2199.08,Baseline,0.5,2024.0,16517,0.0709419875718926
17-2199.08,Baseline,0.5,2024.0,16509,0.07046660449077573
17-2199.08,Baseline,0.5,2024.0,16511,0.06758127274513322
17-2199.08,Baseline,0.5,2024.0,16521,0.0547791936508045
17-2199.08,Baseline,0.5,2024.0,16512,0.05750082892871584
17-2199.08,Baseline,0.5,2024.0,16516,0.05019281864056821
17-2199.08,Baseline,0.5,2024.0,21057,0.05006732530859521
17-2199.08,Baseline,0.5,2024.0,16520,0.05763728126921225
17-2199.08,Baseline,0.5,2024.0,21058,0.05443490429550981
17-2199.08,Baseline,0.5,2024.0,16528,0.04460249697454791
17-2199.08,Baseline,0.5,2024.0,16523,0.043114633585400394
17-2199.08,Baseline,0.5,2024.0,16514,0.041104031784653106
17-2199.08,Baseline,0.5,2024.0,16510,0.050012783874965744
17-2199.08,Baseline,0.5,2024.0,16515,0.03926767612110574
17-2199.08,Baseline,0.5,2024.0,16530,0.038114762560461694
17-2199.08,Baseline,0.5,2024.0,16518,0.04040648207916304
17-2199.08,Baseline,0.5,2024.0,16519,0.045641302622792354
17-2199.08,Baseline,0.5,2024.0,16525,0.044383029373929565
17-2199.08,Baseline,0.5,2024.0,16522,0.04421790165098169
17-2199.08,Baseline,0.5,2024.0,16513,0.03553268247079142
17-2199.08,Baseline,0.5,2024.25,16517,0.07098507983644844
17-2199.08,Baseline,0.5,2024.25,16509,0.07060984922370306
17-2199.08,Baseline,0.5,2024.25,16511,0.06771865216670775
17-2199.08,Baseline,0.5,2024.25,16521,0.054648373037216244
17-2199.08,Baseline,0.5,2024.25,16512,0.057450923430863166
17-2199.08,Baseline,0.5,2024.25,16516,0.050072950951858874
17-2199.08,Baseline,0.5,2024.25,21057,0.049947757316058744
17-2199.08,Baseline,0.5,2024.25,16520,0.057754446513965114
17-2199.08,Baseline,0.5,2024.25,21058,0.054545559738383535
17-2199.08,Baseline,0.5,2024.25,16528,0.04449597978010045
17-2199.08,Baseline,0.5,2024.25,16523,0.04301166962327584
17-2199.08,Baseline,0.5,2024.25,16514,0.04100586942955717
17-2199.08,Baseline,0.5,2024.25,16510,0.050114450017685296
17-2199.08,Baseline,0.5,2024.25,16515,0.03917389924813652
17-2199.08,Baseline,0.5,2024.25,16530,0.03802373901132523
17-2199.08,Baseline,0.5,2024.25,16518,0.04037141292203601
17-2199.08,Baseline,0.5,2024.25,16519,0.0457340824048168
17-2199.08,Baseline,0.5,2024.25,16525,0.044473251334177503
17-2199.08,Baseline,0.5,2024.25,16522,0.044307787939080474
17-2199.08,Baseline,0.5,2024.25,16513,0.03555426607460374
17-2199.08,Baseline,0.5,2024.5,16517,0.07102809736552308
17-2199.08,Baseline,0.5,2024.5,16509,0.07075284552540591
17-2199.08,Baseline,0.5,2024.5,16511,0.06785579332934447
17-2199.08,Baseline,0.5,2024.5,16521,0.0545177793075389
17-2199.08,Baseline,0.5,2024.5,16512,0.057401104484771856
17-2199.08,Baseline,0.5,2024.5,16516,0.04995329115125876
17-2199.08,Baseline,0.5,2024.5,21057,0.04982839669186447
17-2199.08,Baseline,0.5,2024.5,16520,0.057871408557492884
17-2199.08,Baseline,0.5,2024.5,21058,0.054656023270067196
17-2199.08,Baseline,0.5,2024.5,16528,0.04438964731982438
17-2199.08,Baseline,0.5,2024.5,16523,0.04290888423290515
17-2199.08,Baseline,0.5,2024.5,16514,0.04090787731872486
17-2199.08,Baseline,0.5,2024.5,16510,0.050215939839476274
17-2199.08,Baseline,0.5,2024.5,16515,0.03908028501363159
17-2199.08,Baseline,0.5,2024.5,16530,0.03793287332552731
17-2199.08,Baseline,0.5,2024.5,16518,0.04033640458580947
17-2199.08,Baseline,0.5,2024.5,16519,0.04582670127764492
17-2199.08,Baseline,0.5,2024.5,16525,0.04456331682129305
17-2199.08,Baseline,0.5,2024.5,16522,0.04439751833620751
17-2199.08,Baseline,0.5,2024.5,16513,0.03557581224568808
17-2199.08,Baseline,0.5,2024.75,16517,0.07107104035337011
17-2199.08,Baseline,0.5,2024.75,16509,0.07089559404161064
17-2199.08,Baseline,0.5,2024.75,16511,0.06799269685232971
17-2199.08,Baseline,0.5,2024.75,16521,0.05438741187205217
17-2199.08,Baseline,0.5,2024.75,16512,0.05735137186547519
17-2199.08,Baseline,0.5,2024.75,16516,0.04983383869842176
17-2199.08,Baseline,0.5,2024.75,21057,0.0497092428970173
17-2199.08,Baseline,0.5,2024.75,16520,0.05798816792795939
17-2199.08,Baseline,0.5,2024.75,21058,0.05476629538937937
17-2199.08,Baseline,0.5,2024.75,16528,0.044283499113555724
17-2199.08,Baseline,0.5,2024.75,16523,0.04280627695014176
17-2199.08,Baseline,0.5,2024.75,16514,0.040810055009654574
17-2199.08,Baseline,0.5,2024.75,16510,0.05031725379863482
17-2199.08,Baseline,0.5,2024.75,16515,0.03898683299485846
17-2199.08,Baseline,0.5,2024.75,16530,0.037842165092747036
17-2199.08,Baseline,0.5,2024.75,16518,0.04030145691239676
17-2199.08,Baseline,0.5,2024.75,16519,0.045919159659514416
17-2199.08,Baseline,0.5,2024.75,16525,0.04465322624198366
17-2199.08,Baseline,0.5,2024.75,16522,0.04448709324755706
17-2199.08,Baseline,0.5,2024.75,16513,0.03559732108134016
17-2199.08,Baseline,0.5,2025.0,16517,0.07111390899357059
17-2199.08,Baseline,0.5,2025.0,16509,0.07103809541580773
17-2199.08,Baseline,0.5,2025.0,16511,0.06812936335280557
17-2199.08,Baseline,0.5,2025.0,16521,0.05425727014307783
17-2199.08,Baseline,0.5,2025.0,16512,0.05730172534878544
17-2199.08,Baseline,0.5,2025.0,16516,0.04971459305487288
17-2199.08,Baseline,0.5,2025.0,21057,0.04959029539438853
17-2199.08,Baseline,0.5,2025.0,16520,0.05810472515169964
17-2199.08,Baseline,0.5,2025.0,21058,0.054876376593411456
17-2199.08,Baseline,0.5,2025.0,16528,0.044177534682793146
17-2199.08,Baseline,0.5,2025.0,16523,0.04270384731244634
17-2199.08,Baseline,0.5,2025.0,16514,0.04071240206137696
17-2199.08,Baseline,0.5,2025.0,16510,0.05041839235187017
17-2199.08,Baseline,0.5,2025.0,16515,0.03889354277054845
17-2199.08,Baseline,0.5,2025.0,16530,0.03775161390408433
17-2199.08,Baseline,0.5,2025.0,16518,0.04026656974425865
17-2199.08,Baseline,0.5,2025.0,16519,0.046011457967214835
17-2199.08,Baseline,0.5,2025.0,16525,0.04474298000154849
17-2199.08,Baseline,0.5,2025.0,16522,0.04457651307692037
17-2199.08,Baseline,0.5,2025.0,16513,0.035618792678518835
17-2199.08,Baseline,0.5,2025.25,16517,0.07113531549361418
17-2199.08,Baseline,0.5,2025.25,16509,0.07110925362513516
17-2199.08,Baseline,0.5,2025.25,16511,0.06819760791187526
17-2199.08,Baseline,0.5,2025.25,16521,0.05419228373543949
17-2199.08,Baseline,0.5,2025.25,16512,0.05727693430907165
17-2199.08,Baseline,0.5,2025.25,16516,0.04965504761881761
17-2199.08,Baseline,0.5,2025.25,21057,0.049530898835311615
17-2199.08,Baseline,0.5,2025.25,16520,0.05816292812252896
17-2199.08,Baseline,0.5,2025.25,21058,0.054931345757068054
17-2199.08,Baseline,0.5,2025.25,16528,0.044124621234147794
17-2199.08,Baseline,0.5,2025.25,16523,0.04265269896639329
17-2199.08,Baseline,0.5,2025.25,16514,0.0406636389601498
17-2199.08,Baseline,0.5,2025.25,16510,0.050468895993556036
17-2199.08,Baseline,0.5,2025.25,16515,0.03884695820006931
17-2199.08,Baseline,0.5,2025.25,16530,0.03770639707390275
17-2199.08,Baseline,0.5,2025.25,16518,0.04024914880058563
17-2199.08,Baseline,0.5,2025.25,16519,0.046057547223103894
17-2199.08,Baseline,0.5,2025.25,16525,0.04478779863468113
17-2199.08,Baseline,0.5,2025.25,16522,0.04462116496165978
17-2199.08,Baseline,0.5,2025.25,16513,0.03562951454288849
17-2199.08,Baseline,0.5,2025.5,16517,0.07115670347903577
17-2199.08,Baseline,0.5,2025.5,16509,0.0711803502892614
17-2199.08,Baseline,0.5,2025.5,16511,0.06826579344577895
17-2199.08,Baseline,0.5,2025.5,16521,0.054127353534970724
17-2199.08,Baseline,0.5,2025.5,16512,0.057252164711290486
17-2199.08,Baseline,0.5,2025.5,16516,0.049595553683999954
17-2199.08,Baseline,0.5,2025.5,21057,0.049471553648707645
17-2199.08,Baseline,0.5,2025.5,16520,0.058221080753227704
17-2199.08,Baseline,0.5,2025.5,21058,0.054986267377535064
17-2199.08,Baseline,0.5,2025.5,16528,0.04407175355069071
17-2199.08,Baseline,0.5,2025.5,16523,0.04260159485887972
17-2199.08,Baseline,0.5,2025.5,16514,0.04061491803444824
17-2199.08,Baseline,0.5,2025.5,16510,0.050519355954311514
17-2199.08,Baseline,0.5,2025.5,16515,0.03880041392089026
17-2199.08,Baseline,0.5,2025.5,16530,0.03766121935205371
17-2199.08,Baseline,0.5,2025.5,16518,0.0402317429244009
17-2199.08,Baseline,0.5,2025.5,16519,0.04610359661609375
17-2199.08,Baseline,0.5,2025.5,16525,0.04483257850388451
17-2199.08,Baseline,0.5,2025.5,16522,0.0446657782266917
17-2199.08,Baseline,0.5,2025.5,16513,0.03564022713384748
17-2199.08,Baseline,0.5,2025.75,16517,0.071178072973845
17-2199.08,Baseline,0.5,2025.75,16509,0.07125138548799811
17-2199.08,Baseline,0.5,2025.75,16511,0.06833392003106037
17-2199.08,Baseline,0.5,2025.75,16521,0.05406247946878206
17-2199.08,Baseline,0.5,2025.75,16512,0.05722741652763601
17-2199.08,Baseline,0.5,2025.75,16516,0.049536111183633096
17-2199.08,Baseline,0.5,2025.75,21057,0.049412259767956775
17-2199.08,Baseline,0.5,2025.75,16520,0.05827918310907684
17-2199.08,Baseline,0.5,2025.75,21058,0.055041141516466406
17-2199.08,Baseline,0.5,2025.75,16528,0.04401893157307359
17-2199.08,Baseline,0.5,2025.75,16523,0.042550534932537076
17-2199.08,Baseline,0.5,2025.75,16514,0.04056623922957906
17-2199.08,Baseline,0.5,2025.75,16510,0.05056977229078194
17-2199.08,Baseline,0.5,2025.75,16515,0.03875390988076154
17-2199.08,Baseline,0.5,2025.75,16530,0.03761608068782154
17-2199.08,Baseline,0.5,2025.75,16518,0.040214352096164904
17-2199.08,Baseline,0.5,2025.75,16519,0.04614960619787852
17-2199.08,Baseline,0.5,2025.75,16525,0.0448773196594276
17-2199.08,Baseline,0.5,2025.75,16522,0.044710352922098094
17-2199.08,Baseline,0.5,2025.75,16513,0.03565093046342149
17-2199.08,Baseline,0.5,2026.0,16517,0.07119942400201017
17-2199.08,Baseline,0.5,2026.0,16509,0.07132235930101923
